_r;_RAJ2000;_DEJ2000;RAJ2000;DEJ2000;objID;f_objID;Qual;e_RAJ2000;e_DEJ2000;Epoch;Ns;Nd;gmag;e_gmag;gKmag;e_gKmag;gFlags;rmag;e_rmag;rKmag;e_rKmag;rFlags;imag;e_imag;iKmag;e_iKmag;iFlags;zmag;e_zmag;zKmag;e_zKmag;zFlags;ymag;e_ymag;yKmag;e_yKmag;yFlags
2.0435;305.96821159;38.514762;305.96821159;38.514762;1.54213059682188E+017;503635968;60;0.0187;0.0278;55882.47592593;4;33;23;       ;       ;       ;16420;21.2234;0.1055;21.5732;0.2199;115000;19.3985;0.016;19.6196;0.0447;115000;18.5238;0.0163;18.7122;0.0513;115000;18.0218;0.0186;18.3033;0.0588;115000
2.044;305.9135941;38.51211858;305.9135941;38.51211858;1.54213059135965E+017;503635968;60;0.0029;0.0089;55919.85993056;5;54;21.2211;0.0744;21.3728;0.1022;115000;18.8335;0.0099;18.9665;0.021;115000;17.442;0.0068;17.542;0.0047;115000;16.5516;0.0078;16.6468;0.004;115000;15.9083;0.0043;15.9855;0.0099;115000
2.045;305.94262693;38.52108284;305.94262693;38.52108284;1.54223059425166E+017;1141170176;136;0.1603;0.109;54969.70862269;5;54;11.795;       ;       ;       ;32868;11.55;       ;       ;       ;32868;11.439;       ;       ;       ;32868;11.352;       ;       ;       ;32868;11.3;       ;       ;       ;114788
2.0452;305.98508586;38.4957635;305.98508586;38.4957635;1.54193059851276E+017;436527104;52;0.0102;0.0322;56045.65084491;4;38;        ;       ;       ;       ;16416;21.8845;0.185;22.0174;0.2748;115000;20.3189;0.0605;20.6841;0.0498;115000;19.3865;0.0469;19.6775;0.0208;115000;18.8755;0.0469;18.9824;0.068;115000
2.0468;305.97333805;38.51149351;305.97333805;38.51149351;1.54213059733294E+017;503635968;60;0.0199;0.0154;55859.35193287;4;49;21.743;       ;       ;       ;16420;19.8058;0.0259;20.0409;0.0312;115000;18.0654;0.0085;18.2083;0.0102;115000;16.8814;0.0069;17.0131;0.0102;115000;16.0312;0.007;16.1785;0.0092;115000
2.0512;305.90628614;38.50552154;305.90628614;38.50552154;1.54203059063027E+017;436527104;52;0.0172;0.0233;55941.61200231;4;27;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.5491;0.0114;20.827;0.0394;115000;19.7791;0.0504;19.9894;0.0554;115000;19.3085;0.0415;19.7382;0.0429;115000
2.0534;305.94550138;38.52116775;305.94550138;38.52116775;1.54223059454796E+017;310452224;37;0.0349;0.0349;55515.1796875;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0;19.4343;0.0477;19.5338;0.0738;272;18.5641;0.1186;17.1481;0.1394;16777496
2.0564;305.97522603;38.46380288;305.97522603;38.46380288;1.54153059752537E+017;503472128;60;0.0267;0.0153;55891.20140046;1;10;21.988;       ;       ;       ;16420;       ;       ;       ;       ;16440;19.0598;0.021;18.9855;0.0279;16794168;18.1912;0;       ;       ;115000;       ;       ;       ;       ;16432
2.0618;305.95597;38.51983041;305.95597;38.51983041;1.54223059559634E+017;503635968;60;0.0117;0.0108;55904.61091435;5;53;20.5803;0.016;20.7763;0.0673;115000;19.3175;0.0112;19.4356;0.0322;115000;17.8743;0.0092;17.9609;0.0045;115000;17.1987;0.0072;17.2992;0.015;115000;16.8811;0.0117;17.0522;0.0282;115000
2.0643;305.98618174;38.49343108;305.98618174;38.49343108;1.54193059862123E+017;436363264;52;0.0718;0.0718;55634.28016204;3;5;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.206;0.1461;20.746;0.1917;16892472;20.7447;0.1171;       ;       ;115000;19.569;0.0342;20.6191;0.0124;115000
2.0688;305.98702045;38.48574924;305.98702045;38.48574924;1.54183059870314E+017;436527104;52;0.0515;0.0553;55704.53769676;3;12;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2053;0.1497;21.2051;0.2079;115256;20.3128;0.1223;       ;       ;115256;19.5507;0.0545;19.5915;0.0825;115000
2.0698;305.9020448;38.49974746;305.9020448;38.49974746;1.5420305902068E+017;436527104;52;0.0365;0.0519;55861.32856481;3;13;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.4982;0.1273;21.6187;0.3249;115000;20.4529;0.0376;20.5756;0.2248;115000;19.8435;0.001;       ;       ;115000
2.0698;305.98686353;38.49035286;305.98686353;38.49035286;1.54183059868849E+017;436527104;52;0.0284;0.0438;55955.23261574;3;21;        ;       ;       ;       ;16416;21.3948;0.1546;21.4468;0.2164;16696;20.8357;0.0258;20.8792;0.1577;115000;20.1214;0.0749;20.3815;0.0223;115000;19.606;0.0628;       ;       ;115000
2.0711;305.97543132;38.51039399;305.97543132;38.51039399;1.54213059754273E+017;503635968;60;0.0198;0.0294;55588.70149306;4;36;24.552;       ;       ;       ;16420;21.776;0.1656;       ;       ;115000;20.4741;0.1172;20.7321;0.1054;115000;19.4841;0.0233;19.7868;0.0348;115000;18.78;0.0666;18.9467;0.0794;115000
2.0736;305.9383547;38.45263194;305.9383547;38.45263194;1.54143059383584E+017;503635968;60;0.0105;0.0418;55742.27071759;5;35;18.798;       ;       ;       ;114724;20.6333;0.0246;20.8767;0.0442;115000;19.3389;0.0143;19.5552;0.0204;115000;18.5614;0.0132;18.821;0.0284;115000;18.1509;0.0343;18.4925;0.0867;115000
2.0747;305.95965599;38.4549745;305.95965599;38.4549745;1.54143059596197E+017;436527104;52;0.0989;0.0421;55820.93543981;4;15;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;19.942;0.0413;19.8687;0.0893;115000;19.0069;0.0113;19.1202;0.0226;115000;18.5079;0.0613;18.5159;0.0348;115000
2.0754;305.89893928;38.48966629;305.89893928;38.48966629;1.54183058989418E+017;503635968;60;0.0122;0.0266;55820.43962963;4;45;19.29;       ;       ;       ;16420;21.121;0.0606;21.3416;0.1227;115000;19.8145;0.0187;19.9498;0.0306;115000;18.9669;0.0237;19.1748;0.0355;115000;18.4088;0.0343;18.5821;0.0459;115000
2.0761;305.96497117;38.51702672;305.96497117;38.51702672;1.54223059649851E+017;436527104;52;0.0315;0.0503;55858.62751157;3;19;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.8963;0.0121;21.2622;0.0946;115000;20.1379;0.1135;20.3524;0.1601;115000;19.7715;0.0177;       ;       ;115000
2.0811;305.90828572;38.5085631;305.90828572;38.5085631;1.54213059083571E+017;436527104;52;0.1005;0.0862;56006.99033565;3;12;        ;       ;       ;       ;16416;21.0427;0.0989;21.1783;0.179;115256;21.6589;0.2672;       ;       ;115000;20.4535;0.0683;20.4098;0.0779;115000;19.6299;0.1813;19.6334;0.2783;16696
2.0834;305.95937527;38.51927149;305.95937527;38.51927149;1.54223059594864E+017;436527104;52;0.0157;0.0342;55867.35778935;4;37;        ;       ;       ;       ;16416;21.8323;0.1795;       ;       ;115000;20.4659;0.0268;20.7221;0.0548;115000;19.5551;0.0198;19.7969;0.052;115000;18.9962;0.0522;19.0878;0.1865;115000
2.0874;305.94290796;38.52179023;305.94290796;38.52179023;1.54223059427676E+017;538443776;64;0.001;0.001;55887.3096875;1;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;14.999;0.0022;15.3319;0.0023;118840;       ;       ;       ;       ;16416;       ;       ;       ;       ;32
2.0881;305.9785843;38.46614192;305.9785843;38.46614192;1.541630597866E+017;268513280;32;0.032;0.032;56508.40873843;0;6;13.3179;0.1375;11.9356;0.0044;24;13.7485;0.0011;12.0866;0.001;16777240;       ;       ;       ;       ;0;       ;       ;       ;       ;0;13.1641;0.0021;12.2672;0.0019;16777232
2.0902;305.90511742;38.50529093;305.90511742;38.50529093;1.54203059051167E+017;436527104;52;0.0135;0.0303;55955.52555556;4;39;        ;       ;       ;       ;16416;20.961;0.041;21.2424;0.1098;115000;19.9589;0.0347;20.1215;0.0691;115000;19.1759;0.0147;19.2861;0.0289;115000;18.6768;0.0318;18.7546;0.0857;115000
2.0963;305.89961093;38.47880896;305.89961093;38.47880896;1.54173058996205E+017;436527104;52;0.02;0.0244;55908.50297454;3;27;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.83;0.0371;21.1007;0.0366;115000;19.7788;0.0555;20.0908;0.0962;115000;19.3418;0.0347;19.5836;0.0807;115000
2.0997;305.92138436;38.45636841;305.92138436;38.45636841;1.54143059213808E+017;436527104;52;0.0415;0.0388;56034.46238426;3;16;        ;       ;       ;       ;16416;22.1616;0.2389;22.208;0.2723;20536;21.2735;0.0619;21.2475;0.2747;115000;20.3192;0.0662;20.2093;0.0938;115000;19.4506;0.0934;       ;       ;16892216
2.1015;305.95808919;38.51997427;305.95808919;38.51997427;1.54223059580315E+017;436527104;52;0.0192;0.0313;55883.06394676;4;35;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.4828;0.0508;20.6563;0.0808;115000;19.5887;0.0609;19.8138;0.0349;115000;19.0241;0.0782;       ;       ;115000
2.102;305.97915636;38.50765416;305.97915636;38.50765416;1.5420305979202E+017;436527104;52;0.0147;0.0231;55867.49446759;4;47;22.0714;0.2258;       ;       ;17464;20.9317;0.0329;       ;       ;115000;19.3631;0.0196;19.5621;0.0568;115000;18.7175;0.0184;18.9325;0.0495;115000;18.5395;0.066;18.7274;0.2072;115000
2.1024;305.98760552;38.48404719;305.98760552;38.48404719;1.54183059875392E+017;436281344;52;0.0976;0.0976;56015.50815972;3;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.5299;0.1388;21.3189;0.208;115768;20.5019;0.1941;20.5214;0.302;115000;       ;       ;       ;       ;114720
2.1024;305.97897915;38.46615545;305.97897915;38.46615545;1.5415305979271E+017;1343750144;160;0.001;0.001;55942.64688657;1;4;        ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;114720;8.6437;0.0445;11.3068;0.0062;24;9.2447;0.4508;10.8981;0.001;24
2.1025;305.93076233;38.52070787;305.93076233;38.52070787;1.54223059307445E+017;436527104;52;0.0219;0.0283;55873.33592593;3;28;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.9206;0.0519;21.2696;0.1195;115000;19.8413;0.0758;19.9815;0.0879;115000;19.2354;0.0519;19.652;0.0816;115000
2.1025;305.9308328;38.52072395;305.9308328;38.52072395;1.54223059310056E+017;302063616;36;0.0503;0.0503;55460.00275463;0;4;        ;       ;       ;       ;0;       ;       ;       ;       ;0;20.9333;0.1106;       ;       ;280;19.9445;0.0116;20.1173;0.0029;280;19.1506;0.1584;17.9177;0.1299;16777488
2.1034;305.96507779;38.4565017;305.96507779;38.4565017;1.54143059650568E+017;512024576;61;0.0524;0.0419;55791.49836806;4;37;26.252;       ;       ;       ;16420;20.6967;0.0888;20.5361;0.2427;115000;19.2443;0.1339;19.108;0.0392;16892216;18.3639;0.0422;18.2549;0.0273;16892216;17.9075;0.022;17.911;0.0317;115000
2.1049;305.979231;38.466354;305.979231;38.466354;1.5416305979251E+017;1409359872;168;0.0486;0.0486;50985.36949074;5;24;9.284;       ;       ;       ;114788;8.946;       ;       ;       ;114788;8.767;       ;       ;       ;114788;8.621;       ;       ;       ;114788;8.661;       ;       ;       ;114788
2.1061;305.90715615;38.46591177;305.90715615;38.46591177;1.5415305907163E+017;503635968;60;0.0107;0.0091;55886.83292824;5;40;16.8643;0.0031;16.934;0.0036;115000;15.747;0.0034;15.8112;0.0031;115000;15.1627;0.0057;15.2205;0.001;115000;14.8343;0.0072;14.8822;0.0001;115000;14.579;0.0031;14.6236;0.0042;115000
2.1062;305.98783833;38.48764374;305.98783833;38.48764374;1.54183059878306E+017;436281344;52;0.1075;0.1075;56137.19809028;3;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.4092;0.1795;       ;       ;115256;20.8126;0.1896;       ;       ;115256;       ;       ;       ;       ;114720
2.1064;305.96911169;38.51554608;305.96911169;38.51554608;1.54213059690899E+017;503635968;60;0.0143;0.0339;55874.2353588;5;54;20.7198;0.034;20.7822;0.0635;115000;19.3813;0.0263;19.5846;0.0313;115000;18.6009;0.0206;18.7282;0.0172;115000;18.2205;0.0128;18.4;0.0233;115000;17.9678;0.0243;18.1822;0.0416;115000
2.1067;305.9079749;38.50894019;305.9079749;38.50894019;1.54213059080581E+017;436363264;52;0.0913;0.0913;56251.8384838;1;4;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.8065;0.1608;20.6957;0.2245;16696;19.7396;0.06;19.6923;0.1516;115000
2.1075;305.91628667;38.45877964;305.91628667;38.45877964;1.54153059162941E+017;436527104;52;0.0371;0.0407;56090.14574074;3;15;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.0865;0.0973;21.2549;0.1756;16892216;20.3796;0.0579;20.6387;0.0647;115000;19.9221;0.0646;20.2568;0.2669;115000
2.1091;305.93443502;38.45249349;305.93443502;38.45249349;1.54143059344764E+017;436527104;52;0.0152;0.0169;55816.80917824;4;22;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.3096;0.0337;20.2699;0.097;115000;19.377;0.0213;19.5822;0.0856;115000;18.8837;0.0565;18.9794;0.0337;115000
2.1132;305.92411474;38.51896949;305.92411474;38.51896949;1.54223059241203E+017;503635968;60;0.0077;0.0064;55857.76207176;5;63;20.9405;0.0457;20.9765;0.0789;115000;19.3946;0.0372;19.5278;0.0634;115000;18.5969;0.0144;18.7412;0.0233;115000;18.139;0.0041;18.2771;0.011;115000;17.8082;0.01;17.9722;0.0513;115000
2.1134;305.92454996;38.45487441;305.92454996;38.45487441;1.54143059245516E+017;503635968;60;0.01;0.0123;56012.78814815;5;37;22.1471;0.1928;       ;       ;115768;20.6526;0.0283;20.9758;0.0461;115000;19.316;0.0107;19.3764;0.033;115000;18.4947;0.0243;18.6501;0.0382;115000;17.8363;0.0201;17.708;0.0943;16892216
2.116;305.96224466;38.51888912;305.96224466;38.51888912;1.54223059622493E+017;503635968;60;0.0182;0.0417;55731.12762731;4;36;23.211;       ;       ;       ;16420;21.4572;0.1286;21.7695;0.2583;115000;20.1557;0.0245;20.3578;0.027;115000;19.249;0.0324;19.4641;0.0453;115000;18.6252;0.0469;19.0136;0.0516;115000
2.1161;305.97033663;38.51503921;305.97033663;38.51503921;1.54213059703259E+017;436527104;52;0.0253;0.0805;55916.39033565;3;17;        ;       ;       ;       ;16416;20.3967;0.0523;20.6394;0.0933;16696;19.5437;0.0311;19.7407;0.0548;115000;19.0289;0.0408;19.2659;0.0362;115000;18.7306;0.0343;19.4639;0.225;115000
2.1165;305.97974346;38.46658125;305.97974346;38.46658125;1.5416305979582E+017;268959744;32;0.0457;0.0457;56508.21135417;0;4;13.8196;0.1603;12.2446;0.1334;24;12.8563;0.001;12.6879;0.001;16777240;8.9214;0.001;12.4192;0.001;16;       ;       ;       ;       ;0;       ;       ;       ;       ;0
2.1177;305.95904416;38.45401526;305.95904416;38.45401526;1.54143059590545E+017;503635968;60;0.0154;0.0208;55750.90346065;5;48;17.9867;0.007;18.0922;0.0082;115000;16.8684;0.0002;16.9218;0.0252;115000;16.3119;0.0052;16.3514;0.0067;115000;15.9622;0.0034;16.0406;0.0082;115000;15.7146;0.0026;15.8306;0.0063;115000
2.1216;305.95003319;38.45207172;305.95003319;38.45207172;1.54143059501173E+017;436527104;52;0.0211;0.0161;55920.46740741;4;28;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.3766;0.0886;20.8157;0.0784;115000;19.3948;0.0175;19.6672;0.0447;115000;18.8842;0.0123;19.0496;0.0996;115000
2.1248;305.95660982;38.45322865;305.95660982;38.45322865;1.54143059564725E+017;436527104;52;0.0903;0.0308;55795.49826389;4;18;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.5815;0.0607;20.7256;0.1049;115000;19.8887;0.0391;20.2135;0.0155;115000;19.5666;0.1852;19.552;0.1121;115000
2.1255;305.89798074;38.49062826;305.89798074;38.49062826;1.54183058980169E+017;436527104;52;0.0164;0.0325;55957.02039352;4;28;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.4928;0.0298;20.7779;0.0459;115000;19.5601;0.0175;19.7898;0.0636;115000;19.0162;0.035;19.3745;0.0813;115000
2.1273;305.90951934;38.510884;305.90951934;38.510884;1.54213059095174E+017;503635968;60;0.0054;0.0129;55965.62354167;5;55;20.5817;0.0246;20.7307;0.042;115000;19.1315;0.0093;19.2863;0.0139;115000;18.3632;0.0071;18.5013;0.0163;115000;17.9162;0.0033;18.0664;0.0056;115000;17.5952;0.0148;17.8013;0.0166;115000
2.1287;305.98001504;38.466529;305.98001504;38.466529;1.541630598001E+017;276901888;33;0.0155;0.0155;56222.19795139;0;3;        ;       ;       ;       ;0;13.6955;0.0011;11.9909;0.001;16777240;14.6017;0.0017;       ;       ;16781336;       ;       ;       ;       ;0;13.2084;0.0021;11.4144;0.0012;16777232
2.1308;305.98078609;38.50666224;305.98078609;38.50666224;1.54203059808569E+017;436527104;52;0.0272;0.0256;55729.99327546;3;24;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.0467;0.1048;21.2742;0.1718;115000;20.0115;0.0458;20.412;0.0374;115000;19.1979;0.052;19.5554;0.0853;115000
2.1339;305.90156678;38.50160221;305.90156678;38.50160221;1.54203059015393E+017;436527104;52;0.0162;0.0395;55967.46365741;5;30;        ;       ;       ;       ;114720;20.8275;0.1182;       ;       ;115000;19.8979;0.0148;20.0478;0.0379;115000;19.2702;0.0105;19.4515;0.0424;115000;18.8069;0.0257;18.8483;0.0471;115000
2.135;305.89756133;38.48809083;305.89756133;38.48809083;1.54183058975586E+017;436527104;52;0.0286;0.0332;55908.80412037;4;26;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;21.2119;0.0358;21.798;0.1037;115000;20.2674;0.0591;20.4675;0.1133;115000;19.5943;0.0466;19.8482;0.0929;115000
2.1393;305.98457026;38.5015832;305.98457026;38.5015832;1.54203059845773E+017;503635968;60;0.0167;0.0124;55984.47247685;5;51;19.4253;0.0155;19.5839;0.0337;115000;17.988;0.008;18.0966;0.0062;115000;17.2508;0.0145;17.3521;0.0066;115000;16.8213;0.0128;16.9341;0.0144;115000;16.508;0.0078;16.6602;0.0123;115000
2.1407;305.97135608;38.51493796;305.97135608;38.51493796;1.54213059713269E+017;503635968;60;0.0157;0.0324;55798.06479167;5;51;19.9017;0.0324;20.0565;0.066;115000;18.5408;0.0128;18.6424;0.0101;115000;17.683;0.0047;17.7999;0.005;115000;17.2522;0.0075;17.3541;0.0041;115000;17.0164;0.0146;17.1615;0.017;115000
2.1408;305.9010392;38.5009461;305.9010392;38.5009461;1.54203059010662E+017;503635968;60;0.0068;0.0169;55989.21368056;5;48;26.898;       ;       ;       ;114724;20.4709;0.0245;20.5399;0.0899;16892216;19.2795;0.0154;19.427;0.0367;115000;18.621;0.0158;18.7986;0.0374;115000;18.3004;0.0317;18.4178;0.045;115000
2.1416;305.97981725;38.46594752;305.97981725;38.46594752;1.5415305979698E+017;268513280;32;0.0208;0.0208;56524.29148148;0;8;11.7253;0.001;12.9196;0.001;24;13.7369;0.0581;13.0841;0.0362;16777240;       ;       ;       ;       ;0;10.6704;0.1541;12.4908;0.001;24;13.4523;0.0025;13.3246;0.0031;16777232
2.144;305.90519788;38.50703924;305.90519788;38.50703924;1.54203059052399E+017;436527104;52;0.101;0.0678;55938.51444444;2;9;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2039;0.1057;21.3173;0.1788;16696;20.1175;0.0027;20.4347;0.0833;115000;19.1302;0.0392;19.0578;0.2547;115000
2.1542;305.93072722;38.5215951;305.93072722;38.5215951;1.54223059306977E+017;436363264;52;0.0668;0.0668;55633.01413194;3;5;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.6663;0.054;21.9246;0.3079;115000;20.6041;0.0269;20.821;0.1101;114992;19.7087;0.1816;       ;       ;115000
2.1637;305.91156621;38.4606403;305.91156621;38.4606403;1.54153059115623E+017;436527104;52;0.0197;0.0213;56012.92474537;5;23;        ;       ;       ;       ;114720;       ;       ;       ;       ;114720;20.6055;0.0558;20.897;0.0807;115000;19.7988;0.048;20.0159;0.094;115000;19.1897;0.0733;19.1901;0.2045;115000
2.1672;305.93562829;38.45134379;305.93562829;38.45134379;1.54143059357002E+017;310456320;37;0.0106;0.0106;55026.83237269;0;3;        ;       ;       ;       ;0;17.7675;0.108;       ;       ;16777488;17.7077;0.012;16.3631;0.0074;16777488;       ;       ;       ;       ;0;       ;       ;       ;       ;0
2.1691;305.92774143;38.52112337;305.92774143;38.52112337;1.54223059277366E+017;436527104;52;0.0157;0.0142;55884.14755787;5;54;        ;       ;       ;       ;114720;20.8074;0.0485;20.8699;0.1117;115000;19.5767;0.0137;19.799;0.0453;115000;18.7565;0.0251;18.8012;0.0451;115000;18.1565;0.0304;18.343;0.0197;115000
2.1722;305.92690657;38.52094194;305.92690657;38.52094194;1.54223059268886E+017;436363264;52;0.0504;0.0504;55745.7922338;2;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.5949;0.1925;       ;       ;16696;20.217;0.0439;20.5186;0.1531;114992;19.3966;0.0085;19.5752;0.0272;115000
2.1746;305.89683268;38.4842496;305.89683268;38.4842496;1.54183058968622E+017;436527104;52;0.0243;0.0286;55791.0787963;3;10;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.7048;0.0498;21.0142;0.1152;115000;19.7611;0.0277;20.09;0.0662;115000;19.1381;0.0135;19.5138;0.0195;115000
