_r;_RAJ2000;_DEJ2000;RAJ2000;DEJ2000;objID;f_objID;Qual;e_RAJ2000;e_DEJ2000;Epoch;Ns;Nd;gmag;e_gmag;gKmag;e_gKmag;gFlags;rmag;e_rmag;rKmag;e_rKmag;rFlags;imag;e_imag;iKmag;e_iKmag;iFlags;zmag;e_zmag;zKmag;e_zKmag;zFlags;ymag;e_ymag;yKmag;e_yKmag;yFlags
5.0836;306.04470106;38.45803783;306.04470106;38.45803783;1.5415306044703E+017;503635968;60;0.0063;0.013;55950.44484954;10;49;18.5889;0.0102;18.6678;0.009;115000;17.3927;0.0075;17.4565;0.0115;115000;16.7624;0.0082;16.8389;0.0099;115000;16.3703;0.0022;16.451;0.009;115000;16.1135;0.0095;16.2317;0.0115;115000
5.0842;305.9359062;38.57155492;305.9359062;38.57155492;1.54283059359197E+017;436527104;52;0.0247;0.0273;55881.46460648;4;34;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.6875;0.0399;20.7659;0.0727;115000;19.8568;0.0541;19.9158;0.0694;115000;19.1683;0.0439;19.0922;0.107;115000
5.0856;305.83830438;38.50868917;305.83830438;38.50868917;1.54213058382241E+017;436527104;52;0.0137;0.0215;55880.36130787;4;44;        ;       ;       ;       ;16416;21.7154;0.0684;       ;       ;115000;20.3305;0.0333;20.4335;0.0493;115000;19.717;0.0222;19.8191;0.0307;115000;19.3271;0.0674;19.3011;0.1328;115000
5.0865;305.96233775;38.5704139;305.96233775;38.5704139;1.54283059623235E+017;436527104;52;0.0569;0.0549;55845.17013889;2;16;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.8427;0.1303;20.4912;0.0087;16793912;19.7906;0.0171;19.9627;0.1292;115000;19.0302;0.0765;18.952;0.1276;16892216
5.0871;305.92697795;38.40314824;305.92697795;38.40314824;1.54083059269104E+017;436527104;52;0.0219;0.0234;55892.98306713;8;34;        ;       ;       ;       ;16416;21.7799;0.163;21.8888;0.2879;115000;20.8915;0.0267;21.0335;0.0507;115000;20.1111;0.0393;20.2117;0.114;115000;19.5467;0.0747;19.3965;0.1554;115000
5.0878;306.05113178;38.49220145;306.05113178;38.49220145;1.54193060510581E+017;503635968;60;0.032;0.0338;54950.92890046;6;15;27.148;       ;       ;       ;16420;23.204;       ;       ;       ;16420;20.704;       ;       ;       ;114724;20.7517;0.1788;       ;       ;115000;19.0917;0.0479;19.078;0.149;115000
5.0884;305.90962698;38.56768787;305.90962698;38.56768787;1.54283059096282E+017;436527104;52;0.0217;0.0324;55982.91849537;3;31;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.5995;0.0335;20.8594;0.0289;115000;19.5814;0.043;19.7032;0.0625;115000;18.7605;0.0179;18.9314;0.0594;115000
5.0885;305.83587218;38.47436722;305.83587218;38.47436722;1.5416305835867E+017;503635968;60;0.0059;0.0254;55857.20454861;5;71;19.9978;0.0126;20.0763;0.0338;115000;18.5296;0.0053;18.6366;0.0153;115000;17.8366;0.0028;17.9285;0.0165;115000;17.4819;0.0088;17.591;0.016;115000;17.2005;0.0173;17.3432;0.0358;115000
5.0886;305.99616055;38.56091243;305.99616055;38.56091243;1.54273059960584E+017;268959744;32;0.0114;0.0114;56146.26971065;0;4;        ;       ;       ;       ;0;       ;       ;       ;       ;0;13.8476;0.0498;14.866;0.0017;24;       ;       ;       ;       ;0;16.389;0.1752;15.961;0.2891;4120
5.0892;305.88388739;38.55810319;305.88388739;38.55810319;1.5427305883873E+017;436527104;52;0.0257;0.0299;56017.47053241;3;26;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.1294;0.0527;21.236;0.0945;115000;20.2717;0.0294;20.4354;0.0782;115000;19.6936;0.0363;19.6876;0.0238;115000
5.0903;305.84441519;38.4517873;305.84441519;38.4517873;1.54143058444143E+017;503635968;60;0.0056;0.0051;55903.99038194;5;53;21.813;0.1002;22.1212;0.0659;115000;19.7342;0.0186;19.8125;0.0348;115000;18.5901;0.0114;18.7047;0.0179;115000;17.8168;0.007;17.9382;0.0157;115000;17.3155;0.0137;17.4897;0.0293;115000
5.0917;305.97567612;38.40608987;305.97567612;38.40608987;1.54083059756818E+017;503635968;60;0.0089;0.0061;55905.02109954;10;69;16.4782;0.0045;16.5256;0.005;115000;15.4705;0.0012;15.5242;0.0022;115000;14.9859;0.0015;15.0303;0.0025;115000;14.6746;0.0014;14.7158;0.0022;115000;14.4051;0.0054;14.4618;0.0049;115000
5.0926;305.8807464;38.41752195;305.8807464;38.41752195;1.54103058807642E+017;436363264;52;0.0725;0.0725;56017.07611111;3;5;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.8718;0.1944;       ;       ;115000;20.6675;0.2516;20.5919;0.1889;115000;       ;       ;       ;       ;114720
5.093;305.90842057;38.56745686;305.90842057;38.56745686;1.54283059084022E+017;436527104;52;0.0096;0.0364;56003.10550926;5;65;20.9668;0.0551;21.1979;0.121;115000;19.2998;0.0097;19.4343;0.0153;115000;18.4266;0.0126;18.5291;0.0029;115000;17.8566;0.0081;17.9382;0.0124;115000;17.5181;0.0085;17.6238;0.0196;115000
5.0942;305.93985577;38.40213252;305.93985577;38.40213252;1.54083059398083E+017;436527104;52;0.0551;0.0651;55873.94131944;6;10;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.66;0.1486;21.7787;0.2702;115000;20.6835;0.1444;20.5982;0.0775;115000;       ;       ;       ;       ;114720
5.0942;306.04857431;38.50653058;306.04857431;38.50653058;1.54203060485808E+017;235200512;28;0.0208;0.0231;55875.71313657;10;50;19.3396;0.0146;19.4618;0.0302;115000;18.1252;0.0233;18.2357;0.0156;98616;17.4681;0.0093;17.5501;0.0115;115000;17.0732;0.0072;17.1315;0.0151;115000;16.8233;0.0247;16.9289;0.0519;115000
5.0946;305.86675888;38.54742627;305.86675888;38.54742627;1.54253058666508E+017;436527104;52;0.2044;0.0339;55907.08605324;3;14;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.8455;0.1901;       ;       ;115000;20.8774;0.0461;21.0151;0.0484;115000;19.5915;0.0318;19.8361;0.1261;115000
5.0978;305.84635934;38.52572529;305.84635934;38.52572529;1.54233058463792E+017;503635968;60;0.0087;0.0054;55914.08969907;5;64;21.8479;0.104;22.0444;0.2127;115000;19.8562;0.0139;19.8694;0.0295;16892216;18.8193;0.0114;18.9012;0.0101;115000;18.1576;0.0094;18.2543;0.0348;115000;17.6489;0.0127;17.6275;0.0293;16892216
5.098;306.05105789;38.49512052;306.05105789;38.49512052;1.54193060510515E+017;235200512;28;0.0047;0.0218;56030.88016204;10;48;19.6786;0.0061;19.4537;0.0407;16892216;18.445;0.0406;18.5363;0.0304;98872;17.5135;0.0037;17.6505;0.017;115000;16.9686;0.0046;17.0955;0.0244;115000;16.6062;0.0188;16.7364;0.0231;115000
5.101;305.93207018;38.57158551;305.93207018;38.57158551;1.54283059320557E+017;436527104;52;0.027;0.0246;55859.38583333;4;29;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;21.4051;0.0566;21.3455;0.172;115000;19.875;0.0065;19.9884;0.0229;115000;19.116;0.0401;19.1239;0.1183;115000
5.1047;306.02285613;38.42930978;306.02285613;38.42930978;1.54113060228656E+017;436527104;52;0.044;0.0498;55913.0250463;6;12;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.4424;0.1272;21.6124;0.2321;115000;20.4557;0.0301;20.7042;0.2071;115000;19.5047;0.0758;19.6254;0.0994;115000
5.1052;305.97349012;38.40533368;305.97349012;38.40533368;1.54083059736087E+017;310452224;37;0.0394;0.0394;56409.60847222;0;4;        ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0;19.701;0.0839;19.2306;0.1068;16777752;18.6709;0.1711;18.1545;0.0248;16777752
5.1068;305.86887087;38.4247549;305.86887087;38.4247549;1.5411305868883E+017;503635968;60;0.0077;0.029;55795.53091435;5;63;20.9133;0.0545;21.0047;0.1724;115000;19.3436;0.0096;19.4973;0.0397;115000;18.6139;0.0108;18.7568;0.0234;115000;18.2086;0.0141;18.3749;0.0256;115000;17.91;0.018;18.1993;0.036;115000
5.1071;305.84413286;38.52248622;305.84413286;38.52248622;1.54223058441678E+017;436527104;52;0.033;0.0397;55950.46005787;3;18;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2893;0.0772;21.2263;0.1558;115000;20.4693;0.0283;20.4503;0.2994;115000;19.4287;0.1392;17.9697;0;115000
5.1072;306.04161986;38.45117301;306.04161986;38.45117301;1.54143060416462E+017;503635968;60;0.0186;0.0144;55596.26934028;8;34;24.881;       ;       ;       ;16420;21.652;       ;       ;       ;114724;20.2934;0.02;20.2176;0.0738;115000;18.627;0.016;18.593;0.0236;115000;17.4992;0.0131;17.6279;0.0356;115000
5.1083;305.9861554;38.40885811;305.9861554;38.40885811;1.54093059861511E+017;503635968;60;0.0062;0.0048;55945.97616898;10;62;21.3479;0.039;21.3994;0.1228;115000;20.0914;0.0131;20.2211;0.0175;115000;18.5472;0.0068;18.6606;0.007;115000;17.8478;0.0206;17.9706;0.0045;115000;17.4919;0.0161;17.6269;0.03;115000
5.1083;305.90380899;38.40758663;305.90380899;38.40758663;1.5408305903835E+017;503635968;60;0.0076;0.0065;55966.09587963;10;72;21.6899;0.0209;21.7575;0.0629;115000;19.8622;0.0054;20.0137;0.0245;115000;18.8112;0.0041;18.909;0.0197;115000;18.1707;0.008;18.3406;0.0155;115000;17.6837;0.0194;17.8895;0.0191;115000
5.1083;306.03881502;38.52733456;306.03881502;38.52733456;1.54233060387733E+017;436527104;52;0.2358;0.158;56210.33408565;6;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.6117;0.0522;20.43;0.027;115000;19.3494;0.0607;       ;       ;16892216
5.1099;305.86199392;38.54388279;305.86199392;38.54388279;1.54253058619553E+017;436527104;52;0.0133;0.0192;55880.58552083;4;38;        ;       ;       ;       ;16416;21.2747;0.086;       ;       ;115000;20.2454;0.0044;20.4225;0.0358;16892216;19.5712;0.0189;19.7519;0.0619;115000;19.0519;0.0666;18.8972;0.1252;115000
5.1126;306.0471224;38.51190831;306.0471224;38.51190831;1.54213060471305E+017;503635968;60;0.0227;0.0173;56043.60795139;8;34;22.781;       ;       ;       ;16420;20.5215;0.0576;20.773;0.0952;115000;19.271;0.0548;19.496;0.0327;115000;18.345;0.0279;18.427;0.0376;115000;17.8502;0.0185;17.9789;0.0232;115000
5.1126;305.96879015;38.40421885;305.96879015;38.40421885;1.54083059688186E+017;503635968;60;0.0233;0.0261;55446.47842593;7;29;29.902;       ;       ;       ;16420;26.013;       ;       ;       ;114724;21.4126;0.0654;21.5286;0.0968;115000;20.2826;0.0541;20.4709;0.1418;115000;19.274;0.0389;19.4083;0.2065;115000
5.1138;306.02710917;38.54115585;306.02710917;38.54115585;1.5425306027115E+017;444915712;53;0.0694;0.0314;55710.38208333;4;8;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.0341;0.0445;20.0927;0.0773;115000;19.5879;0.0204;18.7529;0.1434;16892216;       ;       ;       ;       ;16416
5.1141;305.8990036;38.56497584;305.8990036;38.56497584;1.54273058989989E+017;503635968;60;0.008;0.0132;55928.97503472;4;55;25.745;       ;       ;       ;16420;20.316;0.0296;20.4773;0.0686;115000;18.2454;0.0052;18.3532;0.0366;115000;16.9073;0.0076;17.0281;0.0242;115000;15.9796;0.0052;16.0501;0.008;115000
5.1147;305.93104209;38.40227039;305.93104209;38.40227039;1.54083059310783E+017;503635968;60;0.0199;0.0224;55844.49653935;8;44;22.581;0.3189;       ;       ;20536;22.544;       ;       ;       ;114724;20.7805;0.0184;20.8049;0.0515;115000;19.7134;0.0208;19.671;0.0508;115000;19.0191;0.0381;18.949;0.0712;115000
5.1159;306.03302664;38.43903014;306.03302664;38.43903014;1.54123060329907E+017;436285440;52;0.1009;0.1009;55478.21505787;3;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.6428;0.2038;21.0495;0.2888;115000;       ;       ;       ;       ;114720
5.1164;305.98046178;38.40693257;305.98046178;38.40693257;1.54083059804739E+017;503635968;60;0.0061;0.0148;55901.38706019;10;62;21.7701;0.0405;21.8885;0.0902;115000;19.682;0.0241;19.8159;0.0278;115000;18.4362;0.0084;18.4417;0.0256;115000;17.6513;0.0095;17.612;0.0196;16892216;17.118;0.0175;17.194;0.0239;115000
5.1169;305.93631223;38.57212036;305.93631223;38.57212036;1.54283059363337E+017;503635968;60;0.0267;0.0428;55215.65659722;3;14;24.666;       ;       ;       ;16420;22.166;       ;       ;       ;16420;21.1165;0.0849;20.9031;0.172;115000;20.1623;0.0138;20.4486;0.2044;115000;19.1951;0.0674;19.1652;0.1934;16892216
5.1174;306.02500797;38.54318786;306.02500797;38.54318786;1.54253060250632E+017;444915712;53;0.0494;0.0666;55949.0016088;6;21;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;19.5128;0.045;       ;       ;16892216;18.8979;0.4627;17.3914;0;16892216;18.3466;0.0952;16.9879;0.004;16892216
5.118;306.00729377;38.55588913;306.00729377;38.55588913;1.54263060073468E+017;436527104;52;0.0213;0.0344;55968.20453704;4;45;        ;       ;       ;       ;16416;21.7163;0.0276;21.9803;0.2687;115000;20.1912;0.0365;20.3415;0.056;115000;19.2295;0.021;19.3787;0.0613;115000;18.7331;0.0263;19.1282;0.071;115000
5.119;305.93527685;38.40189826;305.93527685;38.40189826;1.54083059352923E+017;503635968;60;0.0062;0.0054;55919.64439815;10;69;20.8869;0.0201;20.6983;0.0891;16892216;19.1472;0.0101;19.2051;0.0126;115000;18.1829;0.0063;18.2406;0.0109;115000;17.6049;0.007;17.6859;0.0327;115000;17.2483;0.016;17.3201;0.0137;115000
5.1202;305.96144564;38.40289486;305.96144564;38.40289486;1.54083059614444E+017;503635968;60;0.0051;0.0172;56050.59603009;10;64;21.4274;0.0286;21.5005;0.0725;115000;19.7662;0.0125;19.8269;0.0237;115000;18.8398;0.0142;18.9435;0.0051;16892216;18.2711;0.0099;18.2681;0.035;16892216;17.8551;0.0158;17.7636;0.0676;16892216
5.1208;306.04820633;38.46463058;306.04820633;38.46463058;1.54153060481508E+017;168091648;20;0.0154;0.0165;55844.34435185;6;30;        ;       ;       ;       ;16416;       ;       ;       ;       ;32;20.552;0.0126;20.9712;0.0919;115000;19.4889;0.0237;19.7655;0.032;115000;18.9571;0.0536;19.0886;0.1167;115000
5.121;305.96556431;38.40350042;305.96556431;38.40350042;1.54083059655645E+017;503635968;60;0.0055;0.0485;55876.0740625;10;72;18.7974;0.0079;18.8805;0.014;115000;17.2752;0.0039;17.3507;0.0057;115000;16.4333;0.0052;16.5013;0.0022;115000;15.8693;0.0027;15.9323;0.0046;115000;15.4367;0.0043;15.4943;0.0068;115000
5.1212;305.9991046;38.56020212;305.9991046;38.56020212;1.54273059991133E+017;377806848;45;0.0144;0.0137;56023.81087963;0;35;22.797;       ;       ;       ;4;20.558;       ;       ;       ;4;19.0314;0.0246;18.8047;0.1544;280;18.1588;0.0344;       ;       ;280;17.4031;0.0227;17.1164;0.0402;16777496
5.1217;306.0076268;38.41826028;306.0076268;38.41826028;1.54103060076633E+017;436527104;52;0.0384;0.0415;55880.39350694;3;15;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.6289;0.0366;21.7328;0.2366;115000;20.3396;0.1691;19.4893;0.0123;115000;19.6332;0.0821;       ;       ;115000
5.1238;305.83454603;38.49631688;305.83454603;38.49631688;1.54193058345406E+017;436281344;52;0.0938;0.0938;55810.59987269;2;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.0246;0.1733;       ;       ;115000;19.6116;0.1607;       ;       ;114992
5.1255;305.87525815;38.55399582;305.87525815;38.55399582;1.54263058752916E+017;436527104;52;0.0241;0.0314;55992.37021991;4;31;        ;       ;       ;       ;16416;21.4699;0.1911;21.1169;0.2659;16892208;21.0191;0.0556;21.1452;0.1156;115000;20.218;0.0585;20.4775;0.0654;115000;19.5792;0.0559;19.6929;0.0362;115000
5.1265;305.9063847;38.40651497;305.9063847;38.40651497;1.54083059063748E+017;436527104;52;0.0248;0.0277;55922.46527778;8;26;        ;       ;       ;       ;16416;21.847;0.1709;       ;       ;115000;20.8213;0.0356;20.9154;0.043;115000;20.2531;0.0576;20.5069;0.0645;115000;19.6161;0.019;19.674;0.0443;115000
5.1266;305.83554469;38.47201635;305.83554469;38.47201635;1.54163058355527E+017;503635968;60;0.0026;0.0205;55853.20811343;5;74;18.7531;0.0075;18.8517;0.0191;115000;17.5827;0.0052;17.6494;0.0142;115000;16.9515;0.0053;17.0138;0.0027;115000;16.5141;0.0027;16.585;0.0084;115000;16.1568;0.0059;16.2679;0.0065;115000
5.1269;305.83423857;38.47970805;305.83423857;38.47970805;1.54173058342556E+017;436527104;52;0.0261;0.037;55750.82428241;4;21;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.9774;0.0426;21.0241;0.109;115000;20.2036;0.0373;20.5829;0.1584;115000;19.4592;0.0676;19.0718;0.3137;115000
5.1273;305.85698839;38.4344013;305.85698839;38.4344013;1.54123058570482E+017;436363264;52;0.0646;0.0646;55766.89762731;3;6;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.5035;0.1633;21.4308;0.2743;115000;21.0593;0.0135;21.1231;0.0867;115000;       ;       ;       ;       ;114720
5.1276;306.04943335;38.50609382;306.04943335;38.50609382;1.54203060494218E+017;302063616;36;0.054;0.054;55776.91907407;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0;20.1498;0.0511;20.356;0.0232;272;19.1636;0.1135;19.2777;0.1733;280
5.1284;305.96055318;38.40264022;305.96055318;38.40264022;1.54083059604924E+017;436363264;52;0.0374;0.0374;56109.89606481;6;6;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.295;0.1789;       ;       ;115000;20.5424;0.1501;20.6851;0.1892;115000;18.5488;0.0601;18.9069;0.1425;115248
5.1284;305.85515958;38.53780792;305.85515958;38.53780792;1.54243058551676E+017;436527104;52;0.0168;0.0201;55871.11165509;4;37;        ;       ;       ;       ;16416;21.9052;0.1529;       ;       ;115000;20.6213;0.0321;20.8449;0.0521;115000;19.8199;0.0327;19.9209;0.0595;115000;19.3213;0.0341;19.5386;0.1485;115000
5.1291;305.90028937;38.40833037;305.90028937;38.40833037;1.54093059002601E+017;503635968;60;0.0052;0.0047;56037.15923611;8;50;20.496;       ;       ;       ;16420;21.1239;0.0496;21.3316;0.155;115000;19.3374;0.0073;19.4242;0.027;115000;18.0467;0.0047;18.1624;0.0167;115000;17.1538;0.0105;17.2383;0.0279;115000
5.1296;305.97618898;38.5684553;305.97618898;38.5684553;1.54283059761953E+017;436527104;52;0.0365;0.0575;55858.06935185;4;23;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.9028;0.0404;21.146;0.0583;115000;20.0635;0.0212;20.1857;0.0348;115000;19.6165;0.0323;20.0817;0.0047;115000
5.1297;305.91248179;38.40491442;305.91248179;38.40491442;1.54083059124937E+017;444669952;53;0.016;0.016;55576.51833333;1;4;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;18.7285;0.0434;18.7294;0.0242;16793912;       ;       ;       ;       ;16416
5.1299;305.93005479;38.57189645;305.93005479;38.57189645;1.54283059300577E+017;503635968;60;0.0061;0.0163;55881.31347222;5;55;25.885;       ;       ;       ;114724;20.2405;0.0238;20.4004;0.0245;115000;18.7962;0.0197;18.9267;0.0291;115000;17.8314;0.0205;17.977;0.0461;115000;17.1878;0.0098;17.3405;0.0151;115000
5.1312;305.93323345;38.40182284;305.93323345;38.40182284;1.54083059332733E+017;436527104;52;0.0442;0.0461;55885.30268519;6;9;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.3945;0.0218;20.7833;0.0845;115000;19.6984;0.027;20.0205;0.1094;115000
5.1317;305.83821149;38.5112831;305.83821149;38.5112831;1.54213058382564E+017;503635968;60;0.0736;0.0122;55908.49730324;5;71;20.0941;0.0109;20.2528;0.0409;115000;18.3578;0.0066;18.4829;0.0138;115000;17.3594;0.0053;17.4245;0.0043;115000;16.7175;0.0027;16.7658;0.01;115000;16.2447;0.007;16.3283;0.0085;115000
5.1318;306.01689569;38.42401673;306.01689569;38.42401673;1.54103060168939E+017;235200512;28;0.0304;0.032;54976.98077546;6;22;21.656;       ;       ;       ;16420;19.836;       ;       ;       ;16420;21.8786;0.1873;       ;       ;98872;20.3259;0.0564;20.4754;0.1503;115000;19.4081;0.0636;19.5837;0.1186;115000
5.1321;305.84259357;38.45328626;305.84259357;38.45328626;1.54143058426155E+017;436527104;52;0.0226;0.0281;56053.6134838;4;30;        ;       ;       ;       ;16416;21.6422;0.1812;       ;       ;16892216;20.7193;0.0226;20.8625;0.0578;115000;20.1936;0.0519;20.4713;0.2192;115000;19.3834;0.0582;19.5553;0.1479;115000
5.1324;305.84145563;38.51865614;305.84145563;38.51865614;1.54223058414423E+017;436527104;52;0.0196;0.0279;55887.85596065;4;23;        ;       ;       ;       ;16416;22.007;0.1712;       ;       ;115000;20.616;0.0727;20.8204;0.1065;115000;19.9226;0.0375;20.1308;0.0571;115000;19.325;0.0315;       ;       ;115000
5.1328;306.04782233;38.46283988;306.04782233;38.46283988;1.54153060478836E+017;436527104;52;0.0631;0.0654;55740.78545139;4;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.7477;0.0346;21.1462;0.0063;115000;19.431;0.171;19.493;0.2866;115000
5.1336;305.83451595;38.47657394;305.83451595;38.47657394;1.54173058345072E+017;436527104;52;0.0101;0.0274;55856.08084491;5;57;22.0074;0.1223;22.2271;0.1097;115000;20.9359;0.0395;21.0113;0.0741;115000;19.4453;0.0176;19.5832;0.0276;115000;18.7635;0.0076;18.9731;0.0272;115000;18.4031;0.0432;18.5497;0.0417;115000
5.1337;305.97407553;38.56903544;305.97407553;38.56903544;1.54283059741043E+017;436527104;52;0.0434;0.0376;55707.0397338;4;22;        ;       ;       ;       ;16416;21.4617;0.1888;       ;       ;115248;21.2748;0.0657;21.0562;0.2447;115000;20.1893;0.0385;20.3451;0.0706;115000;19.4339;0.1101;19.7841;0.1697;115000
5.1342;305.93159908;38.40189638;305.93159908;38.40189638;1.54083059317533E+017;436527104;52;0.0572;0.0552;55739.50425926;5;10;        ;       ;       ;       ;16416;21.4697;0.143;19.9309;0.0975;16794168;21.5665;0.0516;21.712;0.0516;16696;20.3393;0.1644;20.8254;0.2386;115000;19.6236;0.0951;19.9065;0.3243;115000
5.1345;305.89331565;38.41078259;305.89331565;38.41078259;1.54093058933344E+017;503635968;60;0.0086;0.0036;55901.2658912;10;69;17.2089;0.0033;17.2641;0.0031;115000;16.2664;0.0021;16.3647;0.0053;115000;15.8022;0.0014;15.8584;0.0045;115000;15.5043;0.0015;15.5795;0.0062;115000;15.2732;0.0037;15.3458;0.0091;115000
5.1364;305.99424606;38.41138309;305.99424606;38.41138309;1.54093059942514E+017;503635968;60;0.0462;0.0413;55803.19730324;8;41;21.055;       ;       ;       ;16420;21.684;0.1831;22.0677;0.1841;115000;19.7846;0.0194;19.9348;0.0298;115000;18.8601;0.0167;18.9871;0.0313;115000;18.2468;0.0273;18.5115;0.0724;115000
5.1368;305.96490863;38.57087954;305.96490863;38.57087954;1.54283059649886E+017;503635968;60;0.0097;0.0121;55838.91152778;5;71;15.1052;0.0036;15.159;0.0019;115000;14.2214;0.0028;14.2564;0.0018;115000;13.8252;0.0048;13.8503;0.0005;115000;13.5563;0.0031;13.6005;0.0008;115000;13.3741;0.0027;13.4114;0.002;115000
5.1375;305.89062351;38.56218344;305.89062351;38.56218344;1.54273058905425E+017;436527104;52;0.0532;0.056;55767.41489583;3;11;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.4808;0.1909;21.5119;0.2502;115000;20.621;0.0699;20.804;0.0575;115000;19.7626;0.0692;       ;       ;115000
5.1383;305.83630367;38.50599561;305.83630367;38.50599561;1.54203058363188E+017;436281344;52;0.1107;0.1107;55770.75693287;3;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.8468;0.1906;       ;       ;115000;21.0754;0.0757;       ;       ;115000;       ;       ;       ;       ;114720
5.1385;305.91945817;38.57063869;305.91945817;38.57063869;1.54283059194525E+017;503635968;60;0.0113;0.029;55880.68324074;5;49;21.6961;0.0807;21.2988;0.1726;115000;19.7014;0.0404;19.8392;0.1242;115000;18.2701;0.0053;18.3263;0.012;115000;17.3516;0.0211;17.439;0.0242;115000;16.6843;0.0037;16.7754;0.0113;115000
5.139;305.88516875;38.41430401;305.88516875;38.41430401;1.54093058852918E+017;168091648;20;0.0443;0.0464;56087.22887731;6;13;        ;       ;       ;       ;16416;       ;       ;       ;       ;32;21.7515;0.1613;21.8184;0.2801;115000;20.6422;0.0532;20.8785;0.1017;115000;19.4748;0.0788;       ;       ;115000
5.1391;305.94510116;38.57263664;305.94510116;38.57263664;1.54283059450898E+017;503635968;60;0.0104;0.0117;55846.90724537;5;70;20.5514;0.0189;20.6889;0.0526;115000;19.242;0.014;19.347;0.0382;115000;18.092;0.0082;18.1923;0.0069;115000;17.5684;0.0077;17.6536;0.0143;115000;17.2778;0.0126;17.3869;0.0164;115000
5.1396;305.96384764;38.40291044;305.96384764;38.40291044;1.54083059638674E+017;436527104;52;0.0309;0.0203;56095.99939815;8;31;        ;       ;       ;       ;16416;21.1583;0.0827;21.2058;0.0212;115000;20.1604;0.0838;20.6167;0.2002;16892216;19.4428;0.0163;19.649;0.0671;115000;19.0463;0.0557;19.3649;0.0642;115000
5.1398;305.94577529;38.40136494;305.94577529;38.40136494;1.54083059458352E+017;436527104;52;0.0345;0.0366;55874.68649306;6;18;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.404;0.048;21.4962;0.1228;115000;20.5731;0.051;20.5982;0.123;115000;19.5111;0.0859;19.6114;0.1635;115000
5.1401;305.86975779;38.550681;305.86975779;38.550681;1.54263058697531E+017;503635968;60;0.0023;0.0032;55892.06590278;5;69;20.2526;0.0277;20.3588;0.0401;115000;18.503;0.0077;18.6463;0.0171;115000;17.4169;0.0041;17.5079;0.0107;115000;16.6738;0.005;16.7827;0.0057;115000;16.1069;0.0081;16.2408;0.0093;115000
5.1407;305.99864103;38.560796;305.99864103;38.560796;1.54273059985114E+017;277348352;33;0.0439;0.0439;55468.00328704;0;3;        ;       ;       ;       ;0;21.0297;0.0985;       ;       ;4120;       ;       ;       ;       ;0;19.2999;0.0465;       ;       ;16781336;       ;       ;       ;       ;0
5.1415;305.91324568;38.40453834;305.91324568;38.40453834;1.54083059132506E+017;503635968;60;0.0053;0.0034;55949.84655093;10;70;18.3689;0.0072;18.4597;0.006;115000;17.0508;0.0037;17.1351;0.012;115000;16.3342;0.0042;16.3562;0.0084;115000;15.8457;0.0043;15.8855;0.0085;115000;15.4744;0.0032;15.4351;0.0094;115000
5.1426;305.92626303;38.40229871;305.92626303;38.40229871;1.54083059262453E+017;436527104;52;0.0504;0.0625;55808.59609954;6;9;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.5399;0.0781;       ;       ;115000;19.6732;0.0553;19.6709;0.0863;115000
5.1433;305.87477031;38.41996799;305.87477031;38.41996799;1.54103058748235E+017;436527104;52;0.0284;0.0204;55955.61954861;5;46;        ;       ;       ;       ;114720;21.1138;0.1079;21.1564;0.021;115000;20.0444;0.0227;20.2376;0.0655;115000;19.3373;0.0308;19.5876;0.0485;115000;18.8597;0.0306;18.9671;0.0831;115000
