_r;_RAJ2000;_DEJ2000;RA_ICRS;e_RA_ICRS;DE_ICRS;e_DE_ICRS;Source;Plx;e_Plx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RUWE;FG;e_FG;Gmag;e_Gmag;FBP;e_FBP;BPmag;e_BPmag;FRP;e_FRP;RPmag;e_RPmag;BP-RP;RVDR2;e_RVDR2;Tefftemp;loggtemp;PS1;SDSSDR13;SkyMapper2;URAT1;GmagCorr;e_GmagCorr;FGCorr;RAJ2000;DEJ2000
3.545;305.95539469938;38.42871869834;305.95539469938;1.691;38.42871869834;2.169;2.06112921164628E+018;          ;       ;         ;         ;      ;         ;      ;        ;73.965;1.0722;21.014809;0.015979;14.003;4.6719;22.47297;0.362242;99.214;12.179;19.756466;0.133334;2.716503;       ;     ;      ;    ;1.54113059554165E+017;                   ;         ;         ;21.014809;0.015979;73.965;305.95539469938;38.42871869834
3.5479;306.018463105912;38.4839540934598;306.01843942401;1.1753;38.48392367124;1.5578;2.06112979146626E+018;0.7562;1.8683;8.016;-4.171;1.865;-6.845;2.05;1.262;81.52;0.9874;20.909204;0.013436;48.927;6.0336;21.114666;0.13392;130.31;10.19;19.460493;0.084992;1.654173;       ;     ;      ;    ;1.54183060184001E+017;                   ;         ;         ;20.90597;0.013398;81.763;306.01846310643;38.48395409487
3.5491;305.8716798807;38.50657618478;305.8716798807;3.8457;38.50657618478;4.4521;2.06113354097584E+018;          ;       ;         ;         ;      ;         ;      ;        ;54.372;1.9954;21.348927;0.03994;16.477;10.725;22.296331;0.706707;76.053;11.726;20.045105;0.167448;2.251226;       ;     ;      ;    ;1.54203058715559E+017;                   ;         ;         ;21.348927;0.03994;54.372;305.8716798807;38.50657618478
3.5508;305.897311279102;38.5341743417839;305.89729137038;0.0661;38.53414918623;0.0709;2.06113367411443E+018;0.5342;0.0844;6.657;-3.504;0.085;-5.66;0.092;0.984;1307.2;1.7284;17.89647;0.003107;299.77;7.2254;19.146576;0.026318;1504.5;8.5088;16.80439;0.00721;2.342186;       ;     ;      ;    ;1.54243058972952E+017;                   ;         ;643418373;17.89647;0.003107;1307.2;305.89731127947;38.53417434368
3.5539;306.01374013829;38.4659879214;306.01374013829;2.8642;38.4659879214;3.3843;2.06111794165206E+018;          ;       ;         ;         ;      ;         ;      ;        ;67.406;1.9208;21.115623;0.031062;32.039;16.468;21.57436;0.558084;127.09;4.3797;19.487623;0.037607;2.086737;       ;     ;      ;    ;1.5415306013797E+017;                   ;         ;         ;21.115623;0.031062;67.406;306.01374013829;38.4659879214
3.5561;305.960233059989;38.5447418132839;305.96021321085;0.0388;38.54471797773;0.0403;2.06113096399606E+018;0.9639;0.0496;6.4;-3.493;0.049;-5.363;0.05;1.065;3432.9;1.9788;16.848225;0.002826;1142.9;8.532;17.693514;0.008572;3340.2;8.552;15.938448;0.004692;1.755066;       ;     ;      ;    ;1.54253059602094E+017;                   ;         ;643418651;16.848225;0.002826;3432.9;305.96023306281;38.54474181277
3.5578;305.9042903712;38.43603506487;305.9042903712;2.7152;38.43603506487;10.4869;2.0611279704001E+018;          ;       ;         ;         ;      ;         ;      ;        ;70.789;1.225;21.062458;0.01899;31.043;3.9422;21.608624;0.137907;105.58;10.182;19.688904;0.104777;1.91972;       ;     ;      ;    ;1.54123059043064E+017;                   ;         ;         ;21.062458;0.01899;70.789;305.9042903712;38.43603506487
3.5589;305.938292667896;38.4278425573731;305.93823397722;0.0832;38.42780217961;0.0959;2.06112917728946E+018;0.9477;0.113;13.768;-10.345;0.117;-9.085;0.128;0.992;870.02;1.0732;18.33854;0.003064;239.42;6.8586;19.390638;0.031227;1026.5;12.767;17.219538;0.014023;2.171101;       ;     ;      ;    ;1.54113059383194E+017;                   ;         ;643418558;18.33854;0.003064;870.02;305.93829267058;38.4278425565
3.5634;305.998661840293;38.5274140490585;305.99864322875;0.019;38.52738892906;0.0175;2.06113017372207E+018;0.5109;0.0221;6.533;-3.276;0.023;-5.652;0.022;0.994;18036;6.0111;15.047012;0.002779;7639.3;60.26;15.630912;0.009008;15780;76.251;14.25266;0.006466;1.378252;       ;     ;      ;    ;1.54233059986454E+017;                   ;         ;643418829;15.047012;0.002779;18036;305.99866183903;38.52741405039
3.5691;305.938770878627;38.4276308778394;305.93874532599;0.2144;38.42760793562;0.2459;2.06112917728105E+018;0.1338;0.2979;6.851;-4.504;0.304;-5.162;0.316;0.983;237.77;0.85245;19.746988;0.004769;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;                  ;                   ;         ;         ;19.746988;0.004769;237.77;305.93877088055;38.42763087663
3.5714;306.018705255991;38.4928839533206;306.01867989601;0.4381;38.49284549999;0.4725;2.061129825826E+018;0.7952;0.5658;9.737;-4.466;0.606;-8.652;0.67;1.103;143.48;0.72382;20.295357;0.006131;29.218;2.6599;21.674402;0.098881;204.33;6.6914;18.97208;0.035757;2.702322;       ;     ;      ;    ;1.54193060187042E+017;                   ;         ;         ;20.274269;0.006037;146.3;306.01870525685;38.49288395516
3.581;305.902142741886;38.5374148155243;305.90213614512;0.4862;38.53739557108;0.5485;2.06113072347431E+018;1.4655;0.6629;4.483;-1.161;0.672;-4.33;0.737;1.013;116.17;0.72719;20.52462;0.007334;24.894;6.1155;21.848318;0.26674;153.42;7.9691;19.283203;0.056523;2.565115;       ;     ;      ;    ;1.54243059021275E+017;                   ;         ;         ;20.505837;0.007226;118.2;305.90214274459;38.53741481618
3.5813;305.903124508234;38.4361494350453;305.9031165533;0.4073;38.43613395949;0.4625;2.06112797469526E+018;-0.2334;0.5633;3.754;-1.402;0.615;-3.482;0.719;1.06;130.7;0.69101;20.396656;0.006367;41.67;7.0868;21.288975;0.184671;147.85;4.3045;19.32334;0.031835;1.965635;       ;     ;      ;    ;1.54123059031414E+017;                   ;         ;         ;20.388433;0.006328;131.7;305.90312451052;38.43614943512
3.582;305.892332536184;38.4424310581042;305.89231466156;0.6433;38.44239974255;0.7946;2.06112873060629E+018;1.3173;0.9483;7.718;-3.15;0.853;-7.046;1.146;1.138;90.954;0.8382;20.790316;0.010378;28.774;5.694;21.691032;0.214868;148.78;7.1219;19.316555;0.052111;2.374477;       ;     ;      ;    ;1.54133058922642E+017;                   ;         ;         ;20.774874;0.010242;92.257;305.89233253387;38.44243105822
3.5832;305.900477864326;38.536616849675;305.90045810834;0.0771;38.53658226301;0.0839;2.06113367841526E+018;0.3873;0.1006;8.524;-3.477;0.1;-7.782;0.117;0.94;1004.6;1.3174;18.182396;0.003101;337.57;8.4543;19.01764;0.027335;1114.3;14.082;17.130346;0.014231;1.887293;       ;     ;      ;    ;1.54243059004235E+017;                   ;         ;643418385;18.175494;0.003097;1011;305.90047786178;38.53661685139
3.5833;305.98886969436;38.4393008995339;305.98884989127;0.1572;38.43927414398;0.1754;2.06111752503832E+018;0.5286;0.2089;6.958;-3.49;0.215;-6.02;0.227;1.06;417.95;1.045;19.134546;0.003868;57.974;4.9121;20.93046;0.092036;563.82;5.9579;17.870052;0.01208;3.060408;       ;     ;      ;    ;1.54123059888688E+017;                   ;         ;643418772;19.108955;0.003824;427.92;305.98886969263;38.43930089921
3.5845;306.013617490235;38.4643684019977;306.01361411289;0.6291;38.46434982422;0.885;2.06111794165526E+018;0.1165;0.8745;4.222;-0.595;0.909;-4.18;1.292;1.027;104.97;0.82088;20.63475;0.008927;29.628;6.1099;21.659298;0.223922;157.91;11.428;19.251902;0.078665;2.407396;       ;     ;      ;    ;1.54153060135908E+017;                   ;         ;         ;20.618724;0.008809;106.53;306.01361749001;38.46436839997
3.5861;305.990077884349;38.5340886546431;305.99007032768;0.012;38.53406968131;0.0131;2.06113017372207E+018;0.5299;0.0155;4.472;-1.33;0.016;-4.269;0.016;0.945;36700;7.816;14.275703;0.002765;15134;17.264;14.888672;0.003053;31254;20.769;13.510615;0.003848;1.378057;       ;     ;      ;    ;1.54243059900562E+017;                   ;         ;643418781;14.275703;0.002765;36700;305.99007788485;38.53408865595
3.5866;305.870788551992;38.4676089268969;305.87077391239;0.247;38.46760302912;0.2945;2.06112900119097E+018;0.4638;0.3371;2.901;-2.579;0.362;-1.327;0.411;1.054;219.83;0.75674;19.832169;0.004643;62.978;8.1148;20.840572;0.139926;243.1;6.2858;18.78345;0.028328;2.057123;       ;     ;      ;    ;1.54163058707692E+017;                   ;         ;         ;19.822364;0.004616;221.82;305.87078855472;38.46760892501
3.588;305.89985623147;38.536383984453;305.89983804943;0.1683;38.53635074001;0.1892;2.06113367840699E+018;0.8866;0.2217;8.135;-3.2;0.217;-7.48;0.237;0.975;348.26;0.89217;19.33262;0.003915;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;1.54243058998294E+017;                   ;         ;         ;19.33262;0.003915;348.26;305.89985623352;38.53638398225
3.5896;306.017061870424;38.5018899753206;306.01704210125;0.3478;38.5018661531;0.3931;2.06112989454315E+018;0.1145;0.4786;6.391;-3.481;0.462;-5.36;0.467;1.035;165.46;0.91368;20.140621;0.006598;28.535;3.3968;21.700104;0.129277;222.97;6.7549;18.877254;0.033108;2.822849;       ;     ;      ;    ;1.54203060170703E+017;                   ;         ;         ;20.117613;0.006484;169.01;306.01706187224;38.50188997579
3.5914;305.929159527012;38.4281445756578;305.9291585285;0.5938;38.42813351788;0.7843;2.06112938344451E+018;1.0018;0.829;2.494;-0.176;1.002;-2.488;1.215;0.839;98.893;0.77919;20.699457;0.008987;50.702;11.398;21.075987;0.244102;109.14;6.2655;19.652885;0.062441;1.423101;       ;     ;      ;    ;1.54113059291844E+017;                   ;         ;         ;20.699307;0.008986;98.906;305.92915952746;38.42814457469
3.5914;305.910697921094;38.4327966202361;305.91067790986;0.3028;38.43275712246;0.3599;2.06112797469202E+018;0.4718;0.416;9.562;-3.527;0.421;-8.887;0.518;1.042;177.29;0.73276;20.065624;0.005266;50.529;8.3083;21.07969;0.178545;216.58;5.247;18.908842;0.026574;2.170849;       ;     ;      ;    ;1.5411305910748E+017;                   ;         ;         ;20.053813;0.005224;179.23;305.91069792213;38.43279662228
3.5925;305.874444042523;38.460517782854;305.87442505094;0.0114;38.4604923873;0.013;2.06112900549082E+018;0.5731;0.0152;6.621;-3.346;0.016;-5.714;0.017;0.968;29842;5.6538;14.500281;0.002763;14526;14.318;14.933199;0.002988;22198;14.555;13.882124;0.003846;1.051075;       ;     ;      ;    ;1.54153058744353E+017;                   ;         ;643418255;14.500281;0.002763;29842;305.87444404266;38.46051778129
3.6001;305.913409258091;38.5423753461961;305.91339758084;0.2976;38.54235015953;0.3148;2.06113110142829E+018;-0.2398;0.379;6.028;-2.055;0.379;-5.667;0.415;0.973;186.9;0.78067;20.008356;0.005307;40.313;5.4319;21.32492;0.14632;248.28;5.1875;18.760563;0.022998;2.564358;       ;     ;      ;    ;1.54253059133611E+017;                   ;         ;         ;19.989586;0.00524;190.16;305.91340926024;38.54237534421
3.6007;305.871808383959;38.5092456807052;305.87177467467;0.0965;38.50922860071;0.1078;2.06113353667543E+018;0.6322;0.131;7.071;-5.935;0.131;-3.843;0.149;1.052;788.05;1.134;18.445974;0.003167;219.08;7.8716;19.48704;0.039111;840.27;8.1572;17.436844;0.011197;2.050196;       ;     ;      ;    ;1.54213058717692E+017;                   ;         ;643418234;18.43629;0.003161;795.12;305.8718083842;38.50924568003
3.6043;305.904811201998;38.4349672273431;305.90477815722;0.2121;38.43491444957;0.2369;2.06112797469203E+018;0.1535;0.2846;13.226;-5.824;0.3;-11.875;0.317;1.039;231.49;0.7396;19.776052;0.00443;52.936;4.5373;21.029156;0.093102;292.71;5.1882;18.581802;0.019612;2.447353;       ;     ;      ;    ;1.54123059048073E+017;                   ;         ;         ;19.75932;0.004389;235.08;305.90481120465;38.43496722614
3.6056;305.89101593367;38.5312252756631;305.89097255557;0.0528;38.53120060456;0.0574;2.06113367841526E+018;0.5953;0.0674;9.439;-7.635;0.068;-5.551;0.075;0.99;1880.2;1.5208;17.501862;0.002892;573.07;7.4268;18.443033;0.014345;1875.1;7.6833;16.565311;0.005837;1.877722;       ;     ;      ;    ;1.54233058909778E+017;                   ;         ;643418327;17.501862;0.002892;1880.2;305.89101593175;38.53122527662
3.6074;305.866286766825;38.4899713834833;305.86628217314;0.017;38.48996097015;0.0198;2.06113055167906E+018;0.4828;0.0226;2.478;-0.809;0.022;-2.343;0.025;1.071;15112;6.5934;15.23904;0.002796;2643.5;11.452;16.783085;0.005469;19072;17.432;14.046918;0.003908;2.736167;       ;     ;      ;    ;1.54183058662509E+017;                   ;         ;643418202;15.23904;0.002796;15112;305.8662867645;38.48997138131
3.61;306.019126108748;38.4954944302769;306.01910463773;0.1834;38.49547102139;0.2032;2.06112983011784E+018;0.1519;0.2474;6.484;-3.781;0.251;-5.267;0.288;0.995;329.22;1.2481;19.393637;0.004953;57.984;6.7049;20.930267;0.125577;428.87;5.8379;18.167093;0.015255;2.763174;       ;     ;      ;    ;1.54193060191475E+017;                   ;         ;643418883;19.371565;0.004885;335.99;306.01912610882;38.49549443197
3.6103;305.974095753991;38.4319805089277;305.97409149307;0.1977;38.43197377115;0.2228;2.06112924170909E+018;0.3806;0.2635;1.692;-0.751;0.272;-1.516;0.291;1.014;273.14;0.78209;19.596388;0.004154;51.633;4.1992;21.056223;0.088344;362.15;6.0529;18.350674;0.018536;2.705549;       ;     ;      ;    ;1.54113059740979E+017;                   ;         ;         ;19.575247;0.004109;278.51;305.97409575274;38.43198050893
3.6164;305.87875429365;38.520246459519;305.87873224719;0.153;38.52021602841;0.1724;2.06113364404726E+018;0.1001;0.1965;7.87;-3.881;0.211;-6.847;0.232;1.036;446.21;0.99633;19.063528;0.00367;41.027;5.5841;21.30587;0.147805;760.07;7.0388;17.545769;0.010742;3.760101;       ;     ;      ;    ;1.54223058787445E+017;                   ;         ;         ;19.037937;0.003633;456.85;305.87875429604;38.52024645766
3.6172;306.010796929191;38.5156364681555;306.01079462869;0.6424;38.5156275926;0.8435;2.06113010499897E+018;-0.8925;0.9502;2.037;-0.405;0.809;-1.997;0.963;1.105;108.24;0.94776;20.60144;0.009898;66.778;21.794;20.776964;0.354357;160.1;11.351;19.236929;0.077072;1.540035;       ;     ;      ;    ;1.54213060108149E+017;                   ;         ;         ;20.599811;0.009885;108.4;306.0107969271;38.51563646608
3.6177;305.866114798504;38.483496455805;305.86610290369;0.0076;38.48348090025;0.0092;2.0611290699088E+018;1.2091;0.01;4.079;-2.095;0.01;-3.5;0.011;0.962;186330;29.225;12.51167;0.002761;111420;54.499;12.72112;0.00284;107630;33.225;12.168055;0.003794;0.553065;6.89;3.6;6500;3.5;1.54183058660441E+017;                   ;         ;643418200;12.51167;0.002761;186330;305.86611480118;38.48349645432
3.6239;305.91434932319;38.5430987577387;305.91434224858;0.0646;38.54308118885;0.0721;2.06113110143488E+018;0.1818;0.0827;4.144;-1.245;0.081;-3.953;0.091;0.979;1804.5;1.9652;17.546455;0.002998;177.06;7.7604;19.718262;0.04767;2756.4;7.1192;16.147024;0.004706;3.571238;       ;     ;      ;    ;1.54253059143342E+017;                   ;         ;643418458;17.520864;0.002988;1847.6;305.91434932411;38.54309875627
3.624;305.880163323893;38.452008175305;305.88013798396;0.9098;38.45198819753;1.048;2.06112879932899E+018;-0.4624;1.4129;6.336;-4.465;1.274;-4.495;1.415;0.919;82.072;0.92829;20.901875;0.012586;43.345;8.6386;21.246187;0.216403;107.01;8.5573;19.67432;0.086904;1.571867;       ;     ;      ;    ;1.54143058800833E+017;                   ;         ;         ;20.899813;0.012563;82.228;305.8801633255;38.45200817648
3.6244;305.98736094978;38.53643822201;305.98736094978;5.1622;38.53643822201;10.6821;2.0611309296327E+018;          ;       ;         ;         ;      ;         ;      ;        ;84.987;1.9648;20.86398;0.025252;44.698;14.931;21.212814;0.362694;114.33;13.002;19.602543;0.123532;1.610272;       ;     ;      ;    ;1.54243059873894E+017;                   ;         ;         ;20.86398;0.025252;84.987;305.98736094978;38.53643822201
3.6295;305.956131245521;38.5466038622229;305.95615039052;0.3002;38.54660965778;0.306;2.0611309639893E+018;2.13;0.3865;3.612;3.369;0.382;1.304;0.394;1.009;216.04;0.86698;19.851034;0.005155;61.41;8.2621;20.867935;0.146101;272.21;6.583;18.660652;0.026528;2.207283;       ;     ;      ;    ;1.54253059561407E+017;                   ;         ;         ;19.838575;0.005113;218.53;305.95613124612;38.54660386215
3.6336;305.968395684125;38.4298136084911;305.96837967353;0.2033;38.42979398627;0.2273;2.06112924170909E+018;0.6513;0.2713;5.24;-2.822;0.278;-4.415;0.306;1.044;279.33;0.78805;19.572083;0.00412;46.99;5.3513;21.158537;0.123678;381.56;7.5824;18.293987;0.021904;2.86455;       ;     ;      ;    ;1.54113059683746E+017;                   ;         ;         ;19.548439;0.004071;285.48;305.96839568306;38.42981361059
3.6345;305.999157930488;38.5287345047276;305.9991343418;0.2956;38.52871018473;0.2205;2.06113017372207E+018;0.2565;0.2845;6.869;-4.152;0.429;-5.472;0.34;0.942;437.82;3.5873;19.084131;0.009313;750.05;97.201;18.150812;0.14073;1285.3;109.95;16.975365;0.092955;1.175448;       ;     ;      ;    ;                  ;                   ;         ;         ;19.086439;0.009331;436.89;305.99915793304;38.52873450514
3.6363;305.938329293071;38.547525499054;305.93829179817;0.0405;38.54749337906;0.0414;2.06113106707528E+018;0.5756;0.051;9.786;-6.598;0.051;-7.227;0.052;0.925;3321.8;2.161;16.883919;0.002844;920.46;8.4297;17.92853;0.010327;3560.9;6.4605;15.868986;0.004262;2.059544;       ;     ;      ;    ;1.54253059382908E+017;                   ;         ;643418557;16.883919;0.002844;3321.8;305.93832929332;38.54752549959
3.6372;305.932507775293;38.5470887170308;305.93248356685;0.3494;38.5470587037;0.3812;2.06113113149544E+018;0.6663;0.4556;7.984;-4.26;0.449;-6.753;0.537;1.104;179.55;0.87328;20.051888;0.005956;58.174;6.567;20.926725;0.122596;227.38;8.5257;18.856022;0.040885;2.070704;       ;     ;      ;    ;1.54253059324627E+017;                   ;         ;         ;20.041846;0.005913;181.22;305.93250777276;38.54708871839
3.6417;305.886538865811;38.5286313513483;305.88651912338;0.195;38.52859987135;0.2149;2.06113364404726E+018;-0.0283;0.2531;7.889;-3.475;0.249;-7.083;0.278;1.078;314.49;0.90308;19.443344;0.004161;61.719;7.032;20.862501;0.123737;432.71;7.0397;18.15739;0.018063;2.705111;       ;     ;      ;    ;1.54233058865165E+017;                   ;         ;         ;19.42221;0.004116;320.67;305.88653886327;38.52863134994
3.6419;305.881454987288;38.4501253284274;305.88143631057;0.5142;38.45010843954;0.6002;2.06112879503382E+018;1.2174;0.7217;5.027;-3.291;0.669;-3.8;0.817;1.167;123.05;0.77474;20.462202;0.007371;26.289;4.7897;21.789125;0.197838;220.14;7.6258;18.891132;0.0378;2.897993;       ;     ;      ;    ;1.54143058814401E+017;                   ;         ;         ;20.43806;0.007231;125.81;305.88145498912;38.45012532732
3.6423;305.935471592828;38.4266051881862;305.93546149446;0.0627;38.42658212152;0.0711;2.06112917728946E+018;0.4682;0.0832;5.487;-1.78;0.09;-5.19;0.096;1.041;1489.5;1.4318;17.754782;0.002946;371.13;7.5276;18.914713;0.022198;1630.3;8.0989;16.717192;0.006586;2.197521;       ;     ;      ;    ;1.54113059354683E+017;                   ;         ;643418545;17.754782;0.002946;1489.5;305.93547159295;38.42660518708
3.6443;305.870019899511;38.5076352933604;305.86999357448;0.3569;38.50760168003;0.3795;2.06113353667648E+018;-0.0168;0.4639;8.87;-4.635;0.515;-7.563;0.567;1.088;171.36;0.8374;20.10259;0.005979;30.983;4.3165;21.610718;0.151286;217.15;9.4054;18.906013;0.047179;2.704704;       ;     ;      ;    ;1.5420305870021E+017;                   ;         ;         ;20.081463;0.005888;174.73;305.8700198979;38.50763529408
3.6489;305.865345565967;38.4857706233334;305.86532317235;0.1328;38.48574454778;0.1579;2.06113054737987E+018;0.1096;0.1773;7.07;-3.944;0.177;-5.867;0.2;0.985;448.64;0.92325;19.057615;0.003547;104.76;7.3986;20.288029;0.076728;561.96;6.6102;17.873623;0.013319;2.414406;       ;     ;      ;    ;1.54183058653204E+017;                   ;         ;643418196;19.041465;0.003527;455.37;305.86534556827;38.48577062414
3.6492;305.907638854655;38.4328849138814;305.90761761787;0.5098;38.43285794055;0.5417;2.06112797469525E+018;1.1797;0.6758;7.131;-3.743;0.711;-6.069;0.801;0.977;109.52;0.71477;20.588612;0.007603;42.341;7.4408;21.271633;0.19082;128.55;7.0348;19.475243;0.059538;1.796391;       ;     ;      ;    ;1.541230590761E+017;                   ;         ;         ;20.583193;0.00757;110.07;305.90763885276;38.43288491532
3.65;305.865777235771;38.4802466878008;305.86576825403;0.8986;38.48024097669;1.1783;2.06112907420203E+018;1.8561;1.4149;2.039;-1.582;1.387;-1.285;1.703;1.169;87.273;1.1138;20.83517;0.014128;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;                  ;                   ;         ;         ;20.83517;0.014128;87.273;305.86577723717;38.48024668991
3.6517;305.998091923648;38.5300029478695;305.99807218084;0.0096;38.52997715676;0.0101;2.06113017372207E+018;0.5501;0.0125;6.764;-3.475;0.013;-5.803;0.013;1.028;1967800;690.55;9.952443;0.002782;959550;707.09;10.383373;0.002903;1452300;430.28;9.342742;0.003793;1.040631;       ;     ;      ;    ;                  ;                   ;         ;643418824;9.952443;0.002782;1967800;305.99809192357;38.53000294741
3.6532;305.866274387255;38.4770283250977;305.866271736;0.4361;38.47701990732;0.4996;2.06112906990937E+018;0.3035;0.6031;1.951;-0.467;0.68;-1.894;0.655;0.976;118.39;0.76248;20.5041;0.007516;33.349;5.4591;21.530844;0.177755;149.76;6.8561;19.309385;0.049848;2.221458;       ;     ;      ;    ;1.54173058662223E+017;                   ;         ;         ;20.491388;0.00744;119.78;305.86627438915;38.47702832478
3.6539;305.869477529714;38.467158789264;305.86946710779;0.5046;38.46713026482;0.6434;2.06112900548423E+018;-0.9797;0.7116;6.675;-1.836;0.725;-6.418;0.966;1.112;119.93;0.8353;20.490032;0.008048;44.961;11.062;21.206451;0.267134;139.85;6.637;19.38371;0.051664;1.822741;       ;     ;      ;    ;1.54163058694191E+017;                   ;         ;         ;20.484189;0.00801;120.58;305.86947752703;38.46715878882
3.6553;306.020672723322;38.4830261027716;306.02066049928;0.2163;38.48299440055;0.2279;2.06112979146389E+018;1.3765;0.2848;7.451;-2.153;0.297;-7.133;0.284;1.07;281.91;0.82286;19.56209;0.004199;52.95;5.4963;21.028875;0.112735;346.29;8.07;18.399292;0.025583;2.629583;       ;     ;      ;    ;1.5418306020667E+017;                   ;         ;         ;19.542211;0.004156;287.12;306.02067272458;38.48302610304
3.6565;306.002779502581;38.5260585205131;306.00278670618;0.8133;38.52605270718;0.8209;2.06113010500043E+018;1.478;1.0693;1.822;1.268;0.932;-1.308;0.915;0.914;106.01;0.95529;20.623991;0.010164;40.06;8.3593;21.331755;0.226574;132.24;13.027;19.444498;0.107024;1.887257;       ;     ;      ;    ;1.54233060027532E+017;                   ;         ;         ;20.617089;0.010105;106.69;306.00277950403;38.52605852038
3.6566;305.973339565874;38.5431403624988;305.97332270613;0.201;38.5431344825;0.2215;2.06113092533537E+018;0.8453;0.2589;3.248;-2.967;0.272;-1.323;0.275;0.96;289.86;0.82258;19.531914;0.004133;57.914;6.8874;20.931583;0.129151;343.59;5.2363;18.407803;0.016973;2.523781;       ;     ;      ;    ;1.54253059733012E+017;                   ;         ;         ;19.513845;0.004096;294.72;305.97333956405;38.5431403626
3.6589;305.986353243883;38.4363553370698;305.98633593249;0.4374;38.43633054596;0.5499;2.06111752503901E+018;0.2108;0.6414;6.358;-3.051;0.598;-5.578;0.8;1.138;136.09;0.68684;20.3528;0.006133;34.425;4.5981;21.49637;0.14505;191.21;5.0482;19.04415;0.028914;2.452221;       ;     ;      ;    ;1.54123059863544E+017;                   ;         ;         ;20.335982;0.006058;138.21;305.98635324274;38.43635533673
3.6626;305.993083560276;38.4402476261957;305.99306847228;0.1971;38.44020991953;0.2289;2.06111752932968E+018;0.1651;0.2667;8.891;-2.659;0.271;-8.484;0.296;1.068;282.92;0.8049;19.558218;0.004139;55.712;5.0145;20.97366;0.097764;334.32;4.9949;18.43748;0.016656;2.536179;       ;     ;      ;    ;1.54123059930799E+017;                   ;         ;643418792;19.539934;0.004101;287.72;305.99308355891;38.44024762706
3.6627;305.876740152803;38.5192164790164;305.87671587989;0.6682;38.51918195013;0.7365;2.06113354096972E+018;-0.3615;0.8346;8.866;-4.273;0.975;-7.769;1.214;1;100.34;0.86676;20.68364;0.009775;34.038;4.9079;21.508623;0.156575;109.97;9.609;19.644712;0.094945;1.863911;       ;     ;      ;    ;1.54223058765924E+017;                   ;         ;         ;20.677125;0.009721;100.95;305.87674015285;38.51921647798
3.6679;305.916226033419;38.5444494802561;305.91620604798;0.5161;38.54442482248;0.5549;2.06113110143189E+018;0.778;0.7449;6.568;-3.517;0.713;-5.548;0.761;1.106;125.76;1.2525;20.438496;0.011159;36.957;16.02;21.41929;0.470634;217.23;9.4097;18.90561;0.047183;2.513681;       ;     ;      ;    ;                  ;                   ;         ;         ;20.420603;0.010988;127.85;305.91622603344;38.54444947842
3.6682;305.885595925273;38.4455820058861;305.8855763134;0.4917;38.44557302811;0.5279;2.06112873060951E+018;1.4908;0.6844;4.003;-3.456;0.677;-2.02;0.782;1.037;121.77;0.75465;20.473482;0.007271;37.017;5.2202;21.417538;0.153136;146.73;6.1514;19.33159;0.045674;2.085947;       ;     ;      ;    ;1.54133058853915E+017;                   ;         ;         ;20.463172;0.007212;122.94;305.88559592799;38.44558200411
3.669;306.008360570028;38.4535284520747;306.00833920231;0.4269;38.45349670541;0.5456;2.06111794165526E+018;-0.6921;0.6317;8.075;-3.765;0.651;-7.143;0.757;1.049;128.71;0.77416;20.41331;0.007088;29.396;4.1701;21.667822;0.154048;183.44;5.7806;19.089182;0.034423;2.57864;       ;     ;      ;    ;1.54143060083165E+017;                   ;         ;         ;20.394296;0.006983;130.99;306.00836056799;38.45352845316
3.6707;305.865289568234;38.4805011801633;305.86528797854;0.1038;38.48049200683;0.1244;2.06112906991047E+018;0.3769;0.1422;2.083;-0.28;0.141;-2.064;0.171;1.043;642.16;1.0853;18.668251;0.00331;155.31;7.6434;19.86053;0.053505;842.03;11.673;17.434574;0.015518;2.425957;       ;     ;      ;    ;1.54173058652787E+017;                   ;         ;643418195;18.651897;0.003295;651.91;305.86528956605;38.48050118076
3.6708;305.864942707285;38.4898119014209;305.86491898371;0.0883;38.48977896809;0.1139;2.06113055167079E+018;0.5781;0.124;8.507;-4.178;0.119;-7.41;0.145;0.988;815.23;1.1774;18.409168;0.00317;225.49;10.033;19.455719;0.048388;845.32;13.232;17.430338;0.01741;2.025381;       ;     ;      ;    ;1.54183058649838E+017;                   ;         ;         ;18.399916;0.003164;822.21;305.86494270928;38.48981190231
3.6735;305.926197307519;38.4272692497852;305.92614544228;0.644;38.42721390313;0.6307;2.06112938344127E+018;-0.0164;0.813;15.448;-9.142;0.949;-12.453;1.003;1.057;108.68;0.81681;20.597034;0.008613;38.662;5.1458;21.370321;0.144533;171.93;8.083;19.159506;0.051183;2.210815;       ;     ;      ;    ;1.54113059260253E+017;                   ;         ;         ;20.584512;0.008524;109.94;305.92619730506;38.42726925037
3.6748;305.889935656258;38.5320167809678;305.88993389498;0.0383;38.53202080319;0.0414;2.06113367841526E+018;0.5315;0.0496;0.956;-0.31;0.048;0.905;0.051;1.019;3368.2;1.9674;16.868864;0.002827;1092.1;6.0827;17.74287;0.00666;3289.8;7.2986;15.95498;0.004482;1.78789;       ;     ;      ;    ;1.54233058899249E+017;                   ;         ;643418319;16.868864;0.002827;3368.2;305.88993565382;38.53201678166
