_r;_RAJ2000;_DEJ2000;RA_ICRS;e_RA_ICRS;DE_ICRS;e_DE_ICRS;Source;Plx;e_Plx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RUWE;FG;e_FG;Gmag;e_Gmag;FBP;e_FBP;BPmag;e_BPmag;FRP;e_FRP;RPmag;e_RPmag;BP-RP;RVDR2;e_RVDR2;Tefftemp;loggtemp;PS1;SDSSDR13;SkyMapper2;URAT1;GmagCorr;e_GmagCorr;FGCorr;RAJ2000;DEJ2000
2.2623;305.898623733812;38.5016466839374;305.89858989746;0.0314;38.50161398172;0.0341;2.06113062039853E+018;0.7277;0.0407;9.468;-5.958;0.041;-7.358;0.042;0.986;4800.7;2.3087;16.484098;0.002804;1660.1;9.764;17.2882;0.006969;4524;10.193;15.609082;0.004502;1.679118;       ;     ;      ;    ;1.54203058986013E+017;                   ;         ;643418377;16.484098;0.002804;4800.7;305.89862373368;38.5016466855
2.269;305.902912029011;38.5081228024292;305.90289798322;0.0094;38.50809764243;0.0105;2.06113061609767E+018;0.5468;0.0122;6.177;-2.473;0.012;-5.661;0.013;1.051;55584;18.884;13.824993;0.00278;27289;38.511;14.24856;0.003183;40952;51.3;13.2172;0.004017;1.03136;       ;     ;      ;    ;1.5421305902879E+017;                   ;         ;643418397;13.824993;0.00278;55584;305.90291202665;38.50812280148
2.2703;305.97289454943;38.51673986639;305.97289454943;2.0032;38.51673986639;5.9005;2.06113013936238E+018;          ;       ;         ;         ;      ;         ;      ;        ;82.817;1.5599;20.89207;0.020636;3.6341;3.7292;23.937557;1.114143;113.34;11.149;19.611946;0.10687;4.325611;       ;     ;      ;    ;1.54223059728801E+017;                   ;         ;         ;20.89207;0.020636;82.817;305.97289454943;38.51673986639
2.2707;305.96596741362;38.5202288173861;305.9659978617;0.0307;38.52029165739;0.0333;2.0611308952764E+018;1.741;0.0397;15.121;5.36;0.039;14.139;0.042;1.042;5822;2.9668;16.274694;0.00281;2004.7;26.029;17.083427;0.014371;5848;39.633;15.33037;0.008272;1.753058;       ;     ;      ;    ;1.54223059660115E+017;                   ;         ;         ;16.274694;0.00281;5822;305.96596741151;38.52022881928
2.2739;305.961736358271;38.4520762272709;305.96171877637;0.1995;38.45204988505;0.225;2.06112934907973E+018;0.5737;0.2688;6.688;-3.098;0.276;-5.927;0.298;1.022;261.34;0.71996;19.644354;0.004067;58.089;4.9177;20.928314;0.091958;338.09;6.7778;18.425308;0.022092;2.503006;       ;     ;      ;    ;1.54143059617313E+017;                   ;         ;         ;19.626647;0.004031;265.64;305.96173635825;38.45207622702
2.2755;305.91135824581;38.51572378219;305.91135824581;2.2504;38.51572378219;1.571;2.06113065045992E+018;          ;       ;         ;         ;      ;         ;      ;        ;82.913;1.0502;20.890808;0.014025;29.483;7.0624;21.664614;0.260095;128.4;8.2874;19.476492;0.07018;2.188122;       ;     ;      ;    ;1.5421305911358E+017;                   ;         ;         ;20.890808;0.014025;82.913;305.91135824581;38.51572378219
2.2766;305.926993137042;38.4512252894444;305.92699532766;0.0164;38.451184805;0.0179;2.06112948653029E+018;1.1807;0.0219;9.117;0.386;0.022;-9.109;0.023;1.034;15187;7.1102;15.233658;0.002802;6773.4;15.593;15.761524;0.003746;12042;14.386;14.546166;0.003996;1.215358;       ;     ;      ;    ;1.54143059269942E+017;                   ;         ;643418511;15.235046;0.002802;15168;305.92699313604;38.45122528932
2.2775;305.901576202284;38.5067321256465;305.90154766256;0.0822;38.50670520565;0.0936;2.06113061610018E+018;0.3138;0.1102;7.87;-5.025;0.111;-6.057;0.129;1.014;1095.2;1.4763;18.088642;0.00312;107.57;5.7102;20.259348;0.057704;1698.5;8.4904;16.672722;0.006614;3.586626;       ;     ;      ;    ;1.54203059015559E+017;                   ;         ;643418390;18.063051;0.003104;1121.3;305.90157620126;38.50673212511
2.2827;305.934518080932;38.5245305860472;305.93446815105;0.763;38.52445392828;1.0306;2.06113082225716E+018;0.7535;1.1937;19.358;-8.789;1.074;-17.248;1.457;1.183;94.997;0.87083;20.743088;0.010327;40.114;5.6471;21.33031;0.152872;98.257;9.9013;19.76699;0.109475;1.56332;       ;     ;      ;    ;1.5423305934531E+017;                   ;         ;         ;20.741143;0.01031;95.168;305.93451808149;38.5245305847
2.2832;305.90310948551;38.50875701453;305.90310948551;6.3309;38.50875701453;2.7407;2.0611306203951E+018;          ;       ;         ;         ;      ;         ;      ;        ;84.995;1.7112;20.86389;0.022032;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;                  ;                   ;         ;         ;20.86389;0.022032;84.995;305.90310948551;38.50875701453
2.286;305.978448283269;38.5131435787219;305.97843975183;0.279;38.5131228365;0.552;2.06113013935377E+018;0.7209;0.4535;4.903;-1.502;0.377;-4.667;0.71;1.132;243.72;1.2638;19.720156;0.006268;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;                  ;                   ;         ;         ;19.720156;0.006268;243.72;305.97844828564;38.5131435806
2.2892;305.986855358825;38.4703474702472;305.98684329588;0.5316;38.47033669247;0.6977;2.06112972274614E+018;-0.8754;0.7735;3.224;-2.125;0.737;-2.425;1.155;1.07;120.55;0.8623;20.484438;0.008241;36.18;12.639;21.442375;0.379304;167.1;9.839;19.190449;0.064041;2.251926;       ;     ;      ;    ;1.54163059868755E+017;                   ;         ;         ;20.471182;0.008152;122.03;305.98685535751;38.47034747174
2.2894;305.919552471837;38.4535636729502;305.91956704616;0.0833;38.45354376184;0.0928;2.06112948652713E+018;0.8227;0.1132;5.164;2.568;0.113;-4.48;0.123;1.022;887.7;1.215;18.316696;0.003131;196.69;5.1262;19.604084;0.028434;987.28;12.447;17.26179;0.0142;2.342295;       ;     ;      ;    ;1.54143059195915E+017;                   ;         ;643418481;18.316696;0.003131;887.7;305.91955246981;38.45356367503
2.2921;305.916186071618;38.5189849785693;305.91623064661;0.3497;38.5189453608;0.3917;2.06113065475483E+018;0.9885;0.4671;11.876;7.847;0.467;-8.914;0.507;0.951;148.04;0.75432;20.2614;0.00618;47.5;5.9911;21.146809;0.13697;194.17;6.6032;19.02745;0.037116;2.119358;       ;     ;      ;    ;1.54223059162023E+017;                   ;         ;         ;20.250502;0.006131;149.54;305.91618606942;38.51898497685
2.2939;305.978779791022;38.5130871770618;305.9787607515;0.3097;38.51304504373;0.3883;2.06113013935377E+018;-1.4723;0.4461;10.055;-3.352;0.424;-9.48;0.482;1.443;297.72;1.1823;19.502857;0.005117;70.956;7.0063;20.711067;0.107243;759.68;48.46;17.54632;0.069362;3.164747;       ;     ;      ;    ;1.54213059786376E+017;                   ;         ;         ;19.477266;0.005033;304.82;305.97877979185;38.5130871776
2.2969;305.92903747138;38.450311553724;305.9290276194;0.3357;38.45031470928;0.3864;2.0611294822286E+018;0.9103;0.4515;1.876;-1.736;0.476;0.71;0.552;0.994;151.17;0.72269;20.238724;0.005877;36.465;4.6475;21.433838;0.138405;181.65;6.0316;19.099834;0.03625;2.334003;       ;     ;      ;    ;1.54143059290271E+017;                   ;         ;         ;20.224003;0.005815;153.23;305.92903747409;38.45031155259
2.3075;305.991548024601;38.4811109417811;305.99154625889;0.0567;38.48108995067;0.0685;2.06112975710415E+018;0.8395;0.0763;4.733;-0.311;0.078;-4.723;0.102;1.006;2001.8;1.7788;17.433794;0.002919;599.39;9.0624;18.394276;0.016651;2009.8;11.255;16.49002;0.007159;1.904255;       ;     ;      ;    ;1.54173059915608E+017;                   ;         ;643418786;17.433794;0.002919;2001.8;305.99154802353;38.48111094097
2.3154;305.896684727581;38.500207943748;305.89665784872;0.3846;38.50017687264;0.4584;2.06113061609935E+018;1.004;0.541;8.442;-4.733;0.534;-6.991;0.659;1.064;152.91;0.73737;20.2263;0.005917;45.818;7.9134;21.185963;0.187544;239.51;6.4735;18.799562;0.029587;2.3864;       ;     ;      ;    ;1.54203058966701E+017;                   ;         ;         ;20.210647;0.00585;155.13;305.89668472899;38.50020794274
2.3198;305.93012581091;38.44967398502;305.93012581091;2.5669;38.44967398502;3.5494;2.06112948652051E+018;          ;       ;         ;         ;      ;         ;      ;        ;66.356;1.6608;21.132666;0.027313;13.143;0.43806;22.541842;0.036297;60.839;14.786;20.287443;0.263907;2.254398;       ;     ;      ;    ;1.5414305930091E+017;                   ;         ;         ;21.132666;0.027313;66.356;305.93012581091;38.44967398502
2.3242;305.934941505316;38.5252294083419;305.93491720197;0.748;38.5252163639;0.9635;2.06113082655398E+018;0.2728;1.0302;5.188;-4.278;1.032;-2.935;1.264;1.051;96.981;0.84175;20.72065;0.009818;20.133;4.1666;22.078789;0.224718;141.56;7.0614;19.370537;0.054291;2.708252;       ;     ;      ;    ;1.54233059349591E+017;                   ;         ;         ;20.699465;0.009644;98.892;305.93494150805;38.52522940813
2.3274;305.979081777932;38.5136609682129;305.97905196312;0.0799;38.51361930155;0.1007;2.06113013935377E+018;0.3256;0.1095;10.745;-5.249;0.107;-9.375;0.129;1.23;1523.5;2.6078;17.73026;0.003323;535.58;6.1673;18.516474;0.01281;1815.4;42.275;16.600473;0.025565;1.916;       ;     ;      ;    ;1.54213059791307E+017;                   ;         ;         ;17.722878;0.003316;1533.9;305.97908178075;38.51366096778
